catalog,thickness,g60,LAB_L_dmin,LAB_L_dmax,LAB_A_dmin,LAB_A_dmax,LAB_B_dmin,LAB_B_dmax,logroughness
5539r,0.42,13.2634,92.63,18.94,-0.4387460742673599,0.6315797595895789,9.547184251568751,3.447399289936848,3.062777512722982
5539s,0.6,2.98697,89.8,31.89,-2.538191909185583,0.4277346539171001,17.119612533558737,-5.347715214023097,3.5703776442518587
5539t,0.33,4.664521,89.5,29.14,0.4155364415001639,0.6520019651022058,13.758515671627912,1.5116460805219225,3.185615782315562
5540a,0.16,12.20004,92.13,34.290000000000006,-0.7972354989045916,-1.9019196693754736,5.977627584497602,-3.905816117076832,2.218128311032466
5540b,0.15,9.554038,90.34,37.89,-0.6065979247032449,-2.673420336685912,9.009450345918646,-5.63553403222824,2.3416144603575995
5540c,0.18,25.12507,91.1,12.630000000000006,-1.1307689689918354,0.0709243460197683,6.725175285313623,1.77811580003005,2.055390352140689
5540d,0.31,12.32764,92.78,22.27,-1.0966114804703553,0.4135418550916259,9.061955149646009,-1.641639327413491,2.300305495161662
5540e,0.35,6.665264,92.41,27.66,-1.126232222768753,0.4561935127405658,10.60074290162325,-4.713685311191396,2.423319899936113
5540f,0.32,33.94249,94.75,13.71,-1.0345312659399974,0.1656851221654431,7.366914123961332,2.743127788399629,1.945389270106062
5540g,0.37,4.194722,94.62,33.61,-1.1015628665018706,0.4955791793429809,7.495376828069267,-5.053210119815644,2.3701592110121354
5540h,0.35,10.06984,93.72,21.94,-0.8061563632404956,0.4207844177923359,8.448304644148807,-2.9077095834866062,2.3141439901617367
5540i,0.38,6.448171,93.66,28.08,-1.4812957976130805,0.3362237337053986,9.408443250266064,-4.370713215834465,2.392049065310939
5540j,0.35,3.171602,93.28,54.09,-0.6544115971355291,-3.9575316842249686,8.966295348442976,-5.125604084706326,2.4266953746946016
5540k,0.31,21.09324,92.88,13.02,-0.844540042381603,-0.4097944458969771,8.94183885247417,0.3618405865034202,2.17249961428676
5540l,0.25,8.618404,90.6,35.73,0.7549713926345292,-1.836030571213898,17.90388944599377,-5.409590826848132,2.604219800145694
5540m,0.32,2.522404,92.35,46.17,-0.950630693833665,-2.329374580479049,8.048885858958087,-7.922078078439476,2.4106146428590427
5540n,0.33,3.99111,92.82,51.77000000000001,-0.8736487196244203,-3.063326901127539,5.671827166929,-6.648413886280946,2.3223496538228043
5540o,0.37,4.903025,92.72,40.05,-1.2362135875482183,-1.566294344864244,15.156628771615122,-6.583779157202119,2.57670923789713
5540p,0.28,24.77662,90.66,15.869999999999996,-0.4394516465054954,0.3562723624138675,4.497642107282407,5.917298723685793,1.995215550368651
5540q,0.34,63.61668,91.71,11.410000000000004,-0.5480845120922617,-0.0830212411641467,4.997961144191865,2.133391479757191,1.456819652983282
5540r,0.34,13.87571,92.38,25.85,-0.4867912367195748,-1.590475910864669,10.290290462006425,-1.8114672269392007,2.3124192231063128
5540s,0.59,2.785701,90.2,59.99000000000001,-2.2642594345184675,-3.3962794158959864,14.598342603037896,-3.481251509467831,2.5862630196431455
5540t,0.22,5.764234,93.32,50.33,-0.9997121773351324,-2.9918770822424112,7.831114046924514,-3.3259057843619155,2.3605888413817007
5541a,0.17,98.54707,92.23,17.07,-0.72,-0.31,5.5,2.88,0.8524944335538677
5541b,0.128,13.86691,92.5,14.28,-0.99,0.57,10.32,2.11,2.505871035777778
5541c,0.352,25.31431,94.26,16.12,-0.92,0.37,7.08,4.66,1.7328495758449394
5541d,0.37,18.91378,93.75,26.83,-0.98,0.69,7.94,10.04,1.9466028747886583
5541e,0.347,46.134,92.18,13.38,-0.64,0.51,3.99,3.99,1.4595332575871933
5541f,0.357,37.28108,92.82,30.13,-1.12,0.03,8.48,11.21,1.8020888901488563
5541g,0.313,2.992503,93.89,30.59,-1.11,0.4,7.73,3.37,1.788022220943069
5541h,0.17,7.988826,92.46,28.2,-0.3,0.36,6.0,-0.06,2.0699769726459234
5541i,0.194,5.040093,92.91,30.94,-0.78,0.3,8.75,1.21,3.1164402751779248
5541j,0.359,7.774532,93.17,21.9,-0.69,0.54,10.09,5.67,2.526103479558135
5541k,0.314,22.54535,93.36,16.39,-0.96,0.1,7.78,5.78,2.8529215675113444
5542a,0.165,94.39645,92.64,14.7,-0.71,-0.0,3.52,2.81,0.9754488301724453
5542b,0.127,11.28225,92.57,16.77,-1.18,0.42,9.41,1.5,2.777402989230015
5542c,0.338,14.5006,93.33,20.23,-1.32,0.35,8.15,5.05,1.8757550454187855
5542d,0.344,21.66159,91.87,22.51,-1.43,0.57,9.96,8.78,1.8836373218533347
5542e,0.331,45.13313,93.3,14.01,-0.79,0.51,4.64,2.96,1.4513128181779122
5542f,0.357,40.50851,92.99,25.78,-1.23,0.47,8.73,10.29,1.5828540519458776
5542g,0.303,3.531241,92.35,30.13,-1.2,0.14,8.55,3.68,2.0519737949462717
5542h,0.168,8.190518,92.75,30.27,-0.96,-0.13,6.27,1.11,2.1039150096300174
5542i,0.195,4.940667,92.01,27.15,-0.85,-0.33,8.51,2.29,3.258582016616907
5542j,0.352,5.445092,92.45,21.79,-0.76,0.31,10.98,4.1,2.6593453813988726
5542k,0.301,13.89303,93.35,19.7,-1.21,-0.1,7.04,6.02,3.1072353906633365
5543a,0.171,95.04839,92.37,18.75,-0.71,-0.17,4.33,4.17,0.9367909285034808
5543b,0.126,11.59658,91.8,18.68,-0.87,0.57,11.47,2.44,2.6722255051095023
5543c,0.347,16.03476,93.31,16.89,-0.97,0.43,8.19,4.34,1.9681325858370726
5543d,0.356,9.376359,92.04,25.27,-1.23,0.33,9.96,7.32,1.9635471337732466
5543e,0.335,46.70942,91.84,11.17,-0.64,0.93,5.49,4.06,1.3622909100037175
5543f,0.358,36.85813,92.18,21.62,-1.13,0.6,10.05,10.49,1.703760651089502
5543g,0.308,2.869509,92.03,29.44,-1.03,0.17,10.05,1.33,2.043921070806769
5543h,0.173,7.261051,92.6,28.91,-0.43,0.09,5.43,0.51,2.046514913539227
5543i,0.191,4.685472,91.05,33.5,-0.6,0.08,10.86,1.51,3.1787263611056953
5543j,0.364,6.270556,93.23,19.34,-0.66,0.38,10.98,2.22,2.569340366817571
5543k,0.308,15.68863,91.44,16.8,-0.99,0.19,9.9,5.97,2.84558910436966
5544a,0.172,113.4194,91.05,16.39,-0.8,0.07,4.5,6.43,0.9150376384647112
5544b,0.128,10.27666,91.88,18.39,-1.17,0.41,9.57,1.65,2.666524406404996
5544c,0.348,21.17636,93.6,19.25,-1.23,0.42,7.84,5.85,1.71688389092672
5544d,0.349,20.22967,92.79,25.93,-1.52,0.43,9.62,9.9,1.7688683079376388
5544e,0.342,39.731,92.25,12.9,-0.81,0.95,5.67,3.6,1.3424648151375784
5544f,0.366,35.79029,91.98,28.51,-1.36,0.43,9.78,10.13,1.4995263876432492
5544g,0.305,3.578112,91.13,30.86,-1.46,0.22,9.57,2.83,1.893096435879857
5544h,0.176,7.96142,91.42,22.85,-1.01,0.16,7.49,1.38,1.860106652241967
5544i,0.189,5.848456,91.33,33.7,-0.88,-0.43,9.06,3.44,3.089465428247513
5544j,0.356,6.015796,91.37,21.57,-0.9,0.38,11.81,2.4,2.630121978015056
5544k,0.299,18.84857,91.37,13.81,-1.3,0.08,10.07,6.24,2.5797530069155465
5545a,0.2079712914671389,82.57835,92.29,19.34,1.62,0.68,2.99,0.23,0.9387092153327019
5545b,0.1924599695424102,93.83826,94.95,11.97,1.28,0.8,-0.63,2.81,1.110910470202689
5545c,0.27218609402635696,4.747523,93.58,24.87,-0.22,-0.07,7.85,3.79,2.3839201604603364
5545d,0.20033834714161616,91.97491,92.18,13.61,0.83,1.05,2.53,-0.47,1.0314999354249934
5545e,0.2618921016759097,3.615673,94.88,27.14,1.12,0.47,2.33,0.43,1.8235718010907964
5545f,0.20796634249261053,92.34984,92.98,15.41,0.54,-0.03,6.38,6.76,1.1289475227786168
5545g,0.20948952026860873,86.99883,91.6,23.53,0.14,0.79,5.22,4.36,0.8675219883672718
5545h,0.20077534831118524,89.69714,92.24,12.17,1.07,1.42,1.93,-0.72,0.905488435537743
5545i,0.2012892923552423,86.12293,92.62,17.27,1.12,0.96,0.98,-0.69,0.9984892240753928
5545j,0.20255944102623435,87.75986,92.27,18.09,0.97,0.82,2.14,-0.19,0.9376622996411096
5545k,0.2566691062474659,10.16672,91.71,16.58,1.49,0.98,2.07,-0.47,1.9386855112578862
5545l,0.19778722655281356,93.67658,93.48,10.71,1.19,0.94,1.9,2.32,1.1250775510738016
5545m,0.2500343975515061,19.60794,94.04,19.56,1.02,0.51,2.15,3.19,2.1907695007073937
5545n,0.2625125441459601,9.642004,91.15,19.39,0.29,0.95,4.76,2.23,2.0853570666249017
5545o,0.24204809014726952,28.848,91.76,13.01,1.22,1.09,1.45,0.41,2.2244232903671266
58,0.17,52.46434,91.46,,0.06,,0.57,,1.4869048027848206
59,0.174,10.04275,94.55,,-1.13,,4.72,,1.6988167739333468
60,0.152,45.36525,56.24,,6.67,,22.42,,2.734011077627033
61,0.158,60.63636,91.43,,0.08,,0.44,,1.5405667566992112
62,0.2458092061046103,29.55413,91.89,,-0.39,,3.31,,1.4297823138144088
63,0.171,57.07938,91.63,,0.06,,1.14,,1.5717286382882436
64,0.166,54.19984,91.04,,0.05,,0.6,,1.754615829180223
65,0.175,51.28455,91.45,,-0.27,,-1.12,,1.5796179032096094
66,0.181,41.74887,93.23,,-0.82,,3.45,,1.6660202119027878
67,0.184,10.09326,91.54,,-0.29,,1.76,,2.173626305252785
68,0.181,10.42191,91.9,,-0.77,,2.99,,2.136840678960035
69,0.324,3.885632,92.2,,-0.59,,9.15,,1.9885821261911965
693a,0.26719678766148147,12.50162,91.61,25.15,-1.18,-0.15,8.2,3.97,2.8300352878868624
693b,0.2545198489670243,23.46832,93.16,21.35,-0.83,0.56,5.54,4.29,1.7838648830490988
693c,0.19705241358909037,95.48788,91.45,17.09,0.01,0.81,2.09,3.19,0.8385732665958062
693d,0.2742141137923938,11.62054,91.54,23.77,-0.78,0.43,11.08,4.11,1.9773537652019535
693e,0.2359777270616649,42.60423,90.87,16.26,-0.63,0.6,3.11,4.43,1.815533926387079
693f,0.26654136995520483,21.32258,92.16,37.81,-0.88,-0.52,10.79,9.35,2.3998093864774632
693g,0.27202007319969707,10.41085,93.62,23.14,-0.7,0.62,9.67,4.07,2.238658415449408
693h,0.2596597784215186,13.44437,91.59,20.09,-0.75,0.33,4.67,0.13,2.0521155560435145
693i,0.2725047985315394,4.386957,90.71,29.31,-0.55,0.32,8.1,0.06,3.235380309696007
693j,0.2739741199718736,7.296066,93.87,27.59,-0.32,1.07,9.66,5.83,2.6618647035897154
693k,0.26046263414898996,26.7005,94.18,22.17,-0.6,0.16,9.78,4.7,2.7720520864751417
7,0.36,7.655796,92.41,,-1.28,,15.6,,2.342820764709122
70,0.15,12.24544,79.17,,-0.42,,19.54,,2.51323723084036
71,0.154,10.76587,90.45,,-1.56,,7.93,,2.26090603180337
72,0.161,16.27972,87.92,,-1.4,,10.59,,2.2326619619148134
74,0.142,10.45376,84.97,,-1.82,,12.2,,2.3504932191190218
75,0.14,59.79718,89.65,,-1.3,,6.75,,1.7960768527696243
8,0.35,9.751451,95.17,,-0.26,,6.65,,2.0349232173954643
80,0.175,34.53796,90.54,,-0.32,,3.46,,1.9546500421209976
81,0.344,8.084294,94.25,,-1.11,,8.46,,2.1444092104441324
82,0.172,37.09106,87.96,,-0.18,,3.27,,1.45991422859005
83,0.187,51.19559,91.64,,0.22,,-0.15,,1.709507407569886
84,0.177,51.26203,92.11,,-1.0,,-0.46,,1.6447652551608603
85,0.178,46.76731,91.64,,0.38,,-0.53,,1.73989419209513
855,0.171,49.47334,93.48,,-0.36,,-0.65,,1.5102378179976055
857,0.181,53.61673,92.04,,-0.69,,2.4,,1.7565686964680087
858,0.157,6.872534,85.55,,-0.83,,10.26,,2.502929144249564
859,0.172,55.5296,90.77,,0.06,,0.78,,1.6608627858674994
86,0.169,58.808425,96.36,,1.12,,-0.97,,1.4417840290532995
860,0.359,7.462164,92.68,,-1.11,,12.01,,2.2552142207296133
861,0.367,8.334037,95.05,,-0.88,,9.82,,1.9257544393172739
862,0.449,2.019191,88.11,,1.12,,19.33,,3.429823429376172
864,0.186,50.03469,,,,,5.03342194898601,,1.7914241239087891
867a,0.2627661199174659,11.84272,91.58,24.99,-0.68,0.33,5.58,-3.56,1.8679445480273467
867b,0.27528957465665843,8.960037,90.36,22.64,-0.74,0.23,10.86,3.78,2.635230045331133
867c,0.26853688451876134,11.44584,91.94,24.09,-0.65,0.54,8.27,-0.5,1.981469256749177
867d,0.2754028917342247,4.792728,92.55,33.05,-1.08,0.17,9.32,-4.7,1.9779468807686658
867e,0.2584560461404224,25.33726,92.81,14.3,-1.1,0.87,8.08,5.1,1.7564915402465933
867f,0.2743701867711558,3.101269,90.69,35.04,-0.57,0.34,8.29,-5.43,2.1694103871967756
867g,0.2805742980453464,7.8684,91.86,42.24,-0.56,0.38,12.98,5.17,2.37253198599879
867h,0.2778502558153203,7.001127,92.23,22.07,-1.37,0.48,11.5,2.83,2.9048573518969585
867i,0.2693342445092817,15.16705,91.9,14.25,-0.62,0.71,9.97,3.7,2.138243491801326
867j,0.2881170324780761,9.841924,89.49,22.58,0.6,0.05,17.29,-2.41,2.2923642156668955
867k,0.2802921649378859,3.21821,91.68,32.75,-0.9,0.45,11.46,-3.1,3.1809977008656856
867l,0.2890761349531605,5.232393,90.45,33.9,-0.55,0.47,16.44,-5.99,3.313045221004289
867m,0.23028172440474817,51.59237,90.26,13.74,0.14,0.84,3.23,3.54,1.056854965745685
867n,0.21947562921710273,67.87057,89.68,15.55,0.03,0.65,3.73,3.0,1.7061644409063499
867o,0.27067756011746286,14.93182,89.98,16.89,-0.31,0.54,10.82,1.25,3.2252787391271256
867p,0.2954558440745491,4.14183,89.59,32.97,-2.24,-0.1,19.13,-4.83,3.2019667337838533
867q,0.2755497328579897,4.622076,92.57,34.68,-1.06,0.17,9.67,-5.88,3.289531565425843
869a,0.172,94.41146,92.14,20.39,-0.63,0.01,3.45,2.4,0.8037836256709603
869b,0.129,10.9379,92.17,16.93,-1.2,0.56,9.09,1.25,2.609753718892472
869c,0.346,14.77678,93.06,21.46,-1.27,0.4,7.88,6.03,1.8440910124754202
869d,0.345,21.11611,92.27,28.0,-1.33,0.6,9.17,10.33,1.8845080055733925
869e,0.332,46.96024,93.12,13.22,-0.75,0.53,4.24,3.41,1.3644968400571071
869f,0.354,37.06908,93.03,20.65,-1.17,0.53,8.03,9.56,1.7460685885496465
869g,0.302,2.744029,92.99,28.26,-1.06,0.06,7.93,2.31,2.006735013587668
869h,0.173,7.690801,92.45,29.23,-0.8,0.13,5.62,0.64,1.9525020145663672
869i,0.197,4.959156,91.5,29.01,-0.84,-0.33,8.13,2.0,3.209916782035638
869j,0.367,5.649086,92.52,21.91,-1.01,0.4,10.04,4.0,2.6995893480343027
869k,0.323,16.93679,92.98,20.49,-1.04,0.29,6.76,4.66,3.0303681219012133
87,0.28,62.84501,96.33,,0.61,,0.7,,1.1215810558520825
870a,0.2757252646507348,11.18418,90.77,56.0,-1.02,-0.96,11.84,7.51,2.6656757826158466
870b,0.2606944130569575,16.85451,92.95,33.6,-0.75,0.47,6.3,4.52,1.9033887348356004
870c,0.2000186169146198,94.07029,91.94,23.7,-0.07,0.5,3.07,3.47,0.9458423458878833
870d,0.27549424490543545,13.47164,93.26,24.65,-0.93,0.62,12.3,5.84,1.846054285965472
870e,0.24861256761099199,34.2431,89.65,19.95,-0.4,-0.3,6.36,2.83,1.7682711011542716
870f,0.26660787160681726,22.70252,93.67,31.39,-0.8,0.09,11.29,10.78,2.3827032762798273
870g,0.2730403092440572,10.13034,94.24,21.83,-0.69,0.76,10.01,4.83,2.0113593209398846
870h,0.26495001395703743,10.8494,91.88,21.61,-0.48,0.37,6.38,0.38,2.1850368981972115
870i,0.2723655131878171,4.548407,93.11,32.32,-0.62,0.37,8.07,1.1,3.16637309226289
870j,0.2768904362180434,5.815135,92.85,23.85,-0.74,0.27,10.59,3.15,2.7529906901771235
870k,0.2669214483955711,22.71332,92.87,18.37,-0.58,0.19,11.57,3.64,2.866297467136433
872a,0.327,52.38177,93.3,12.44,0.36,0.46,0.15,1.23,1.6021124115638952
872b,0.328,14.26478,93.5,19.11,-0.31,0.37,7.98,4.06,1.9692675468763736
872c,0.317,54.52151,93.09,12.2,-0.11,0.45,1.19,1.03,1.5478053172377852
872d,0.365,63.5819,95.28,17.74,1.76,1.01,-1.79,0.79,1.5149174449506542
872e,0.184,52.78811,93.56,12.79,0.37,0.35,1.08,-0.16,1.8003493695366641
872f,0.373,65.66144,92.91,17.52,1.82,1.06,-1.87,0.67,1.5351068011868205
872g,0.326,14.83522,94.41,17.27,-0.27,0.44,8.14,4.04,1.9644388678839193
872h,0.185,51.31859,93.58,14.02,0.12,0.22,1.04,-0.39,1.715662579508148
875a,0.311,87.19617,94.07,14.41,-1.17,0.6,4.29,-1.33,1.2367456748622188
875b,0.291,14.01667,91.47,20.95,0.27,0.18,2.62,-0.4,1.961970560763941
875c,0.342,5.821916,93.18,22.17,-0.71,0.08,9.13,3.57,2.438319538973013
875d,0.325,10.64283,93.99,15.59,-0.56,-0.07,7.6,5.16,3.0932467887175306
875e,0.337,5.041471,93.98,22.43,-0.57,6.35,7.35,5.44,2.516388489267598
875f,0.184,91.5033,91.88,22.45,-0.6,0.31,1.85,1.06,1.2090351642381068
875g,0.187,9.849113,92.59,27.29,-0.47,0.16,3.25,0.49,2.068383778987387
875h,0.317,88.12595,94.2,17.95,-1.1,0.32,4.49,1.58,1.140167741522347
875i,0.319,10.59712,93.45,26.78,-0.72,0.17,4.27,1.05,2.1478782913653043
875j,0.338,7.902721,93.22,24.51,-0.65,0.31,9.52,2.1,2.590959837411165
875k,0.31,1.407381,93.18,30.8,-0.75,0.26,9.23,0.9,2.249050259601681
875l,0.181,90.14918,92.37,15.35,-0.55,0.08,1.68,2.17,1.4154467210886474
875m,0.362,10.10691,93.9,19.7,-0.74,0.08,8.13,2.67,2.3688843888165936
875n,0.31,11.0702,93.79,27.36,-0.4,-0.28,8.33,3.92,3.260117723300524
875o,0.359,7.301835,94.17,20.75,-0.81,4.26,8.61,6.76,2.3465764122383903
875p,0.308,8.474232,92.78,19.71,-0.64,0.41,9.82,5.24,2.4978491992906866
875q,0.307,7.323846,90.89,22.18,1.07,0.66,16.17,5.77,2.837768142602076
875r,0.308,1.947551,92.61,28.01,-0.66,0.14,9.91,3.47,2.303863164828345
875s,0.368,10.84093,94.83,19.5,-0.72,9.7,7.43,9.9,2.341812570578388
875t,0.207,2.853472,93.14,27.45,-1.02,0.05,7.98,1.71,3.1207226711204745
875u,0.13,10.79789,88.71,22.46,0.54,0.99,8.64,0.1,2.6157743411067838
876a,0.2739928591535043,11.28392,90.83,31.16,-1.01,-0.43,11.03,2.98,2.647883413199189
876b,0.2611696200701293,10.9212,92.27,75.68,-0.9,-0.55,4.55,3.85,2.097431921856732
876c,0.1999014497761229,95.07405,91.48,22.87,-0.14,0.39,3.39,2.48,1.0754617540314484
876d,0.2744499872513072,12.75758,92.21,20.58,-1.08,0.25,11.56,4.38,1.8864756195128511
876e,0.245566386470554,37.95589,89.89,20.96,-0.2,-0.28,6.14,4.34,1.7131810074277583
876f,0.2661880353838811,21.57467,91.6,36.08,-0.78,-0.6,10.72,8.37,2.458051312245016
876g,0.2705419973359767,14.12487,91.68,26.15,-0.64,-0.31,10.22,6.61,2.2210950754005996
876h,0.26499432447597177,11.72205,91.74,20.58,-0.69,0.14,6.68,0.6,2.106994485951445
876i,0.27617081612009453,3.861681,90.72,31.72,-0.47,0.24,9.74,1.24,3.4030789149459952
876j,0.2785316941934792,4.698211,93.21,26.26,-0.7,0.49,11.03,2.59,2.8571984257254774
876k,0.26980754568270465,16.59673,93.45,17.02,-0.68,0.24,10.99,2.89,3.310632603936789
877a,0.14,9.896444,82.79,20.87,-0.81,0.55,12.8,0.12,2.0458022013337747
877b,0.31,7.674135,87.56,21.03,-0.46,0.58,14.31,-0.42,2.741497534900163
877c,0.21,23.02373,87.65,20.0,-0.5,0.75,7.01,3.92,1.8092026182132726
877d,0.27,9.553672,89.49,22.73,-0.73,0.5,13.13,-1.83,2.1494294359238233
877e,0.29,5.752685,87.53,32.86,-0.41,0.26,16.65,-4.01,2.048107766462107
877f,0.25,19.06214,87.88,13.17,-0.69,0.78,14.06,3.3,2.0475509220783397
877g,0.24,4.033048,87.52,34.71,-0.11,0.31,14.14,-4.65,1.9949595795358372
877h,0.28,7.763454,85.83,20.53,-0.12,0.57,17.4,-0.27,2.4643702319894083
877i,0.23,8.360926,89.1,24.27,-0.75,0.3,14.79,-3.64,2.8543894145576854
877k,0.36,9.396269,87.73,13.91,-0.12,0.61,16.12,2.36,2.775253612318407
877l,0.26,4.432434,88.07,24.64,0.85,0.61,17.51,2.42,2.4857575915657075
877m,0.36,5.185179,89.87,40.77,-0.85,-0.35,11.8,-7.43,2.9905921718737494
877n,0.45,5.475118,86.29,39.56,-0.61,-0.32,9.52,-6.88,1.9830571189599637
877o,0.33,40.69286,87.7,27.8,-0.45,0.28,19.01,-3.73,3.1300733991334413
877p,0.44,33.80836,84.35,14.73,-0.48,0.59,11.92,3.44,2.482884131968976
877q,0.43,13.06631,87.66,17.73,-0.44,1.05,6.62,5.92,1.542064722673037
877r,0.71,2.143515,89.78,22.77,-0.37,-0.14,12.48,-0.28,3.1911807882568235
877s,0.19,4.523734,87.13,41.82,-1.01,-0.77,19.51,-5.74,3.6311205534214954
878,0.347,5.24871,94.26,,-1.54,,7.2,,2.7715653568740635
879,0.177,42.63565,92.32,,0.63,,-0.22,,1.7556778663789256
88,0.297,11.70045,93.82,,-1.99,,9.65,,3.184321236924228
880,0.181,10.31871,92.74,,0.02,,4.42,,2.1288769358203448
881,0.188,51.93132,91.4,,0.3,,2.42,,1.4692382831319994
882,0.147,6.149825,90.28,,-1.36,,7.5,,2.4393358275452006
883,0.336,-16.229587183515648,93.04,,1.21,,-1.94,,3.6853189745742703
884,0.162,43.77359,92.43,,-0.7,,2.35,,1.6412285636579074
885,0.163,42.04083,92.49,,-0.16,,2.52,,1.6161707346695193
886,0.175,62.60952,92.95,,-0.43,,2.03,,1.4196561418542686
887,0.167,59.55093,92.9,,-0.38,,1.9,,1.4460638681920506
888,0.171,65.52628,92.75,,0.14,,0.72,,1.3312098505026726
889,0.192,9.755704,93.37,,-0.68,,3.37,,2.0304435296278434
89,0.18,47.13161,96.33,,0.95,,0.09,,1.7363269700040609
890,0.258,7.924961,94.91,,-0.87,,2.24,,0.8098362883840322
891,0.168,44.73385,93.06,,-0.57,,2.13,,1.574986293247337
892,0.16,40.83668,93.06,,-0.42,,2.12,,1.7024403753100703
893,0.162,43.5574,92.12,,-0.75,,2.51,,1.6521241938229432
894,0.195,7.948486,94.02,,-0.75,,3.0,,2.04132874634063
895,0.343,57.58015,94.12,,-0.51,,1.54,,1.44868577647685
896,0.172,54.49598,95.95,,0.72,,-0.54,,1.2218746710622486
899a,0.2712639807087375,10.84133,92.34,50.18,-0.91,-0.71,9.56,4.81,2.663053963024607
899b,0.2539934452862307,20.82309,93.82,36.08,-0.77,0.07,4.5,4.72,2.2514179162210066
899c,0.19588974842737417,96.82595,91.57,17.96,0.01,0.53,2.03,2.5,1.0159379457909412
899d,0.26883296213724595,16.93332,92.61,30.68,-0.94,0.86,10.27,7.84,1.8993243359637968
899e,0.2398456159098136,39.04278,91.18,26.28,-0.57,-0.43,3.74,2.27,1.715063736473474
899f,0.2585329787857992,28.66069,93.48,34.87,-0.87,0.5,9.36,10.25,2.1669977487625736
899g,0.2668952445040301,14.38497,94.08,16.99,-0.63,0.88,8.51,6.25,2.0977287195061054
899h,0.26334311281251455,11.94178,92.65,21.08,-0.39,0.16,5.92,0.28,1.970949925800884
899i,0.26879876126657964,3.82653,92.11,30.0,-1.03,0.37,6.12,1.16,3.2655934685536496
899j,0.2742437150424944,5.44605,93.48,20.84,-0.71,-0.03,9.21,2.56,2.8655264376867517
899k,0.2683812958769487,17.29738,93.59,19.33,-0.4,0.1,10.48,2.68,3.082896251085468
9,0.176,7.242791,92.07,,-1.37,,4.98,,1.8173988224436353
90,0.151,43.26025,90.75,,-1.9,,9.46,,1.7094897711857089
901a,0.349,11.36265,90.56,34.06,-1.23,0.14,8.54,7.59,2.09903979997026
901aa,0.177,96.07349,92.34,19.95,-0.52,0.05,3.83,2.15,0.928355721115021
901b,0.35,8.869738,92.07,26.74,-0.97,0.3,10.17,4.08,2.123149443874255
901bb,0.335,11.57385,94.03,20.39,-0.83,0.09,9.27,2.03,1.9901699725964423
901c,0.36,37.54899,90.41,13.16,-1.35,0.46,8.67,6.67,1.9530529415576108
901cc,0.172,10.32378,93.44,24.64,-0.91,0.12,6.22,0.76,2.0237141819751465
901d,0.389,8.601925,90.22,21.44,-1.19,0.3,10.65,2.06,2.0331428263432394
901dd,0.304,21.19699,93.35,18.68,-0.79,0.16,9.11,2.35,2.9125305150705234
901e,0.361,5.880481,90.47,28.61,-0.73,0.32,10.26,4.43,2.517710250350748
901ee,0.233,93.42215,92.55,13.91,-0.1,0.53,0.03,1.06,0.80433974869721
901f,0.319,19.35949,89.82,21.92,-1.2,0.16,7.8,9.78,3.2876974334558815
901ff,0.244,16.52955,92.65,14.94,0.28,0.89,-0.13,0.03,0.8373155489386742
901g,0.128,13.14353,91.36,23.16,-1.08,0.29,10.13,1.26,2.6643267434655127
901gg,0.189,6.082599,93.21,26.03,-0.84,0.47,9.14,1.84,2.908284687469605
901h,0.332,8.334484,91.19,26.05,-0.87,0.18,5.49,0.75,2.002285484273735
901hh,0.126,10.54915,90.63,16.29,0.14,0.51,8.92,1.07,2.61322403730656
901i,0.374,9.377468,93.71,28.11,-0.94,0.02,9.68,1.25,2.0019385143058774
901ii,0.169,95.86291,92.51,16.05,0.13,0.84,1.03,2.46,1.0408174085119688
901j,0.168,92.60112,89.89,19.29,-0.71,0.24,3.46,1.34,0.9462795985422052
901jj,0.176,12.50377,92.19,15.52,0.78,0.85,0.62,0.76,1.960735388067566
901k,0.354,12.49888,91.91,24.04,-0.72,0.27,4.75,0.55,1.823267046796211
901kk,0.17,95.36852,92.8,14.66,-0.78,0.08,4.94,2.21,1.117343339906419
901l,0.331,13.10197,91.22,24.07,-1.07,0.1,6.05,1.55,2.0037130354533144
901ll,0.337,17.85498,94.25,24.21,-0.94,-0.88,6.85,2.24,2.043468206134715
901m,0.166,93.67472,90.58,20.3,-0.61,0.52,4.9,3.13,0.945371714412128
901mm,0.333,21.84299,92.45,36.49,-0.48,-1.3,3.96,0.28,2.0474399361110383
901n,0.325,11.99719,92.12,19.76,-0.86,0.48,9.24,2.59,2.2280401081094547
901nn,0.172,96.24583,92.14,20.54,0.82,0.46,0.15,-1.09,1.1868291712732972
901o,0.343,49.46096,91.16,15.01,-0.72,0.45,5.23,2.93,1.550246225486636
