catalog,localpath,roughness,thickness,g60,LAB_L_dmin,LAB_A_dmin,LAB_B_dmin,LAB_L_dmax,LAB_A_dmax,LAB_B_dmax
4782i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782i_ns_1.tif,0.0569169571711679,0.299,2.160222,91.01,0.5,19.53,33.56,0.5,2.52
4782j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782j_ns_2.tif,0.0869925926902189,0.341,4.795222,90.93,-0.61,12.57,26.79,0.27,1.45
4782k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782k_nn_2.tif,0.0128259479700299,0.171,78.68896,90.57,-0.78,4.49,19.15,1.08,3.44
4782l,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782l_nn_1.tif,0.0159961733373149,0.158,95.41644,86.07,1.59,18.34,15.74,1.54,4.65
4782m,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782m_nn_1.tif,0.0182790817755229,0.289,61.520905,89.34,-0.41,5.43,23.18,0.55,3.06
4782n,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782n_nn_2.tif,0.0245584666286677,0.283,49.5248,89.9,1.31,15.99,22.95,1.02,2.95
4782o,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782o_nn_1.tif,0.0319520239732511,0.294,25.40387,91.2,1.81,12.58,20.54,1.5,2.89
4782p,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782p_nn_1.tif,0.0229295608288609,0.308,5.763491,91.63,-0.87,9.79,31.24,0.36,2.68
4782q,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782q_nn_1.tif,0.0359617710508413,0.299,7.85581,90.71,1.49,13.39,24.35,0.75,1.72
4782r,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782r_nn_1.tif,0.026305496041566,0.303,2.509101,88.18,-0.01,8.3,29.22,0.37,-0.95
4782s,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782s_nn_1.tif,0.0469047486592101,0.364,1.89448,91.19,-1.14,10.53,29.24,0.56,0.74
4782t,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box2.2_jd/4782t_ns_2.tif,0.0991770524556863,0.368,4.268314,,,,,,
4783i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4783i_ka_2.tif,0.0368819671506473,0.314,,93.32,-0.77,10.62,28.02,0.25,1.24
4783j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4783j_ka_1.tif,0.036224562348596,0.28,,92.28,-1.3,9.38,21.7,0.28,1.4
4783k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4783k_ka_3.tif,0.1236268697370419,0.328,,90.97,-0.61,18.29,12.71,0.31,2.47
4784a,,,0.13,56.09883,79.43,-0.48,11.28,17.32,0.82,2.96
4784aa,,,0.16,4.666083,83.05,0.27,18.94,29.2,0.21,2.77
4784b,,,0.22,20.78145,85.78,-1.39,12.32,34.99,0.12,5.33
4784bb,,,0.12,11.67174,88.68,-0.01,17.98,22.21,-0.03,6.51
4784c,,,0.18,12.54867,82.02,1.6,22.22,29.36,2.56,10.66
4784cc,,,0.15,15.18171,87.65,-1.25,8.38,26.47,-0.4,0.35
4784d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.2_jd/4784d_ms_2.tif,0.0189643990436443,0.18,18.62094,89.22,-1.42,8.95,26.65,0.15,2.23
4784dd,,,0.16,5.230801,84.57,-0.84,16.26,30.67,0.15,1.48
4784e,,,0.11,43.39979,60.37,-1.08,10.48,22.3,-0.05,4.25
4784ee,,,0.16,12.36666,88.28,-0.67,20.63,18.71,0.37,2.37
4784f,,,0.28,3.703219,70.69,-0.79,10.9,31.13,0.11,0.44
4784ff,,,0.21,17.931,83.62,-0.11,22.29,20.87,0.54,8.81
4784g,,,0.18,9.752481,85.13,0.28,17.92,20.89,0.59,3.57
4784gg,,,0.21,57.28653,78.27,-0.59,11.24,24.36,0.19,4.08
4784h,,,0.33,4.355835,86.92,-1.46,14.28,37.61,0.25,-1.39
4784hh,,,0.27,15.18917,81.35,1.51,17.77,17.71,0.52,4.49
4784i,,,0.19,15.60521,86.44,-1.4,11.74,16.83,0.8,2.43
4784j,,,0.18,21.91798,82.12,-1.0,10.28,23.82,0.31,2.74
4784k,,,0.19,7.832041,85.03,-0.02,18.51,25.56,0.2,2.25
4784l,,,0.24,2.602176,78.33,-1.05,13.29,29.86,0.37,-0.97
4784m,,,0.26,2.399715,77.75,1.1,18.44,35.13,0.4,-0.13
4784n,,,0.12,4.70576,84.94,-1.15,9.66,35.31,-0.04,4.17
4784o,,,0.13,17.16341,78.67,-0.6,11.09,11.97,0.8,2.93
4784p,,,0.16,7.086977,84.79,-0.44,17.49,24.48,0.18,-0.33
4784q,,,0.16,10.85026,87.09,-0.05,18.03,23.69,0.23,2.35
4784r,,,0.14,4.164923,85.31,-0.61,13.42,30.95,0.35,1.19
4784s,,,0.14,57.95711,83.26,1.68,13.67,24.19,0.49,8.97
4784t,,,0.23,2.351655,86.15,-1.55,12.95,29.9,0.38,-0.87
4784u,,,0.17,10.30156,87.07,0.39,19.18,17.72,0.41,2.57
4784v,,,0.15,11.77432,86.38,-0.35,19.5,18.91,0.32,3.69
4784w,,,0.24,3.048524,88.36,-0.85,15.52,30.23,0.44,0.7
4784x,,,0.16,51.64592,82.29,-0.41,6.74,23.61,0.1,2.92
4784y,,,0.31,3.246283,61.78,1.32,13.89,39.76,0.54,1.97
4784z,,,0.19,54.91142,82.79,-1.01,10.53,26.17,-0.39,5.14
4785a,,,0.18,3.885192,68.43,-0.24,11.82,36.16,0.49,-4.88
4785b,,,0.298,3.815124,66.94,3.22,16.31,28.46,3.43,5.68
4785c,,,0.179,2.437115,77.96,-0.47,12.09,31.71,0.77,2.16
4785d,,,0.321,3.627928,79.95,1.82,15.99,27.74,2.39,4.26
4785e,,,0.16,12.81142,84.03,-0.44,11.81,22.46,1.32,3.54
4785f,,,0.178,1.930717,76.42,0.85,19.36,30.88,0.52,2.42
4785g,,,0.163,9.148083,73.05,1.55,19.75,19.94,0.97,5.12
4785h,,,0.316,2.029743,85.58,1.97,16.79,29.67,0.64,2.38
4785i,,,0.164,2.136879,75.31,0.54,12.72,32.4,0.41,1.23
4785j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.2_jd/4785j_ws_0.tif,0.0188723235093956,0.153,82.36162,85.64,-0.67,9.46,24.4,0.17,3.19
4785k,,,0.197,2.317512,77.36,2.25,15.57,30.15,7.13,9.19
4785l,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.2_jd/4785l_ws_2.tif,0.0322199119560108,0.162,36.06377,85.02,-0.45,10.32,29.6,11.41,20.31
4786a,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786a_gr_2.tif,0.0101515947859262,,99.02045,91.9,0.47,3.9,25.73,0.09,3.87
4786aa,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786aa_go_1.tif,0.0082128066714388,,96.23902,90.2,-0.1,6.06,13.83,0.84,2.57
4786b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786b_gr_2.tif,0.0098135648084265,,97.99088,90.17,3.26,6.94,24.8,0.8,5.13
4786bb,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786bb_gg_1.tif,0.1114775639458069,,0.1855528,88.39,1.43,19.51,27.3,0.44,2.99
4786c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786c_gr_1.tif,0.0101570913335024,,96.95093,89.63,1.52,14.71,12.44,1.38,6.86
4786d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786d_gv_0.tif,0.0213381329520334,,1.985064,90.15,1.34,17.67,31.61,0.94,4.57
4786e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786e_gv_2.tif,0.0195762646684778,,7.48067,87.57,0.8,17.25,26.23,0.41,2.77
4786f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786f_gv_2.tif,0.0113775679238809,,91.63601,89.94,2.76,7.72,25.07,0.94,6.95
4786g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786g_ga_1.tif,0.0217818754118833,,2.154111,89.53,1.62,19.88,35.27,0.65,-3.14
4786h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786h_ga_1.tif,0.0284727071696852,,10.03015,86.97,1.45,18.41,24.83,-0.08,-3.15
4786i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786i_ga_2.tif,0.1290818201742429,,1.181426,87.46,2.4,13.37,19.59,0.05,-1.14
4786j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786j_gg_0.tif,0.0172063623827036,,8.862077,89.75,1.81,18.5,25.21,0.21,4.21
4786k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786k_gg_0.tif,0.0125564760293469,,92.77212,91.76,-0.26,3.02,30.44,-0.11,6.58
4786l,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786l_gg_2.tif,0.0100450953832115,,92.94171,89.04,0.61,15.42,14.91,0.29,5.02
4786m,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786m_gg_0.tif,0.0186175896112508,,7.504576,90.32,0.85,18.74,19.77,0.4,1.63
4786n,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786n_gg_0.tif,0.0559299734480144,,12.82463,91.95,-0.18,9.2,14.84,0.39,4.61
4786o,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786o_gg_1.tif,0.0681185313420212,,12.23071,89.73,2.58,19.89,23.47,0.77,9.59
4786p,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786p_gg_0.tif,0.0097077267992428,,91.63288,91.5,0.88,12.97,16.03,0.23,6.61
4786q,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786q_gg_1.tif,0.0146435138746101,,12.71381,92.34,0.19,6.07,21.87,0.12,4.4
4786r,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786r_gg_2.tif,0.020981460968878,,2.509713,91.52,1.39,19.22,30.53,0.4,3.77
4786s,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786s_gg_2.tif,0.0176426020800668,,8.10164,88.98,0.74,19.05,28.85,0.28,5.13
4786t,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786t_gg_2.tif,0.0466966785090838,,2.021636,91.69,-0.21,9.28,25.12,0.32,2.22
4786u,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786u_gg_2.tif,0.04372629721343,,1.199593,88.92,1.39,19.12,25.73,0.38,1.55
4786v,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786v_gg_0.tif,0.0865662497422609,,13.77263,92.8,0.21,8.11,18.89,0.29,6.99
4786w,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786w_gg_1.tif,0.07310253585813,,4.73953,94.13,0.2,6.99,25.01,0.4,3.34
4786x,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786x_gg_0.tif,0.0724903483133142,,8.343374,89.86,2.08,20.75,21.15,0.69,5.61
4786y,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786y_go_0.tif,0.0064494913866953,,96.78999,90.8,0.73,3.29,11.79,1.58,3.67
4786z,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box4.2_jd/4786z_go_0.tif,0.0177219402552445,,2.282009,93.14,-0.02,3.28,33.48,0.44,2.78
4787a,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787a_ac_2.tif,0.0138101385548987,,85.65562,91.8,-0.55,2.12,14.68,1.26,0.67
4787b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787b_ac_2.tif,0.0112185968302384,,84.86736,93.11,-1.12,5.47,16.62,1.34,-2.02
4787c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787c_ac_1.tif,0.0269664111247487,,14.83096,91.09,0.18,3.02,23.5,-0.01,-0.04
4787d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787d_ac_1.tif,0.0643251797576389,,5.13296,91.56,-0.63,9.96,21.47,0.27,1.72
4787e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787e_ac_0.tif,0.0348974168133621,,1.670285,92.83,-0.52,8.72,26.66,0.17,2.18
4787f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787f_ac_0.tif,0.1227065836968064,,11.56393,92.03,-0.46,9.69,10.47,0.29,3.78
4787g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787g_ac_0.tif,0.0553835786827893,,5.897856,93.49,-0.51,7.74,21.22,5.36,4.38
4787h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787h_ac_1.tif,0.012876028132802,,86.69632,93.66,-0.63,3.06,24.02,0.3,1.72
4787i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787i_ab_1.tif,0.0319273477849806,,9.625287,91.99,-0.54,4.21,24.6,0.26,0.9
4787j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787j_ab_2.tif,0.0121043071000877,,85.39824,93.31,-0.81,4.27,22.6,0.26,2.53
4787k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787k_ab_1.tif,0.0290693404505297,,9.809803,93.38,-0.71,4.34,26.77,0.18,0.88
4787l,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787l_ab_2.tif,0.0675466261589152,,7.558922,93.15,-0.65,9.31,26.56,0.11,1.64
4787m,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787m_ab_2.tif,0.0329517500137263,,1.412498,93.47,-0.62,8.66,32.31,0.11,1.47
4787n,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787n_ac_0.tif,0.0146406409246806,,89.17504,91.82,-0.48,2.33,22.2,-0.19,2.27
4787o,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787o_ac_1.tif,0.0557541577417234,,8.368679,94.18,-0.54,7.31,32.53,-0.09,4.49
4787p,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787p_ac_0.tif,0.1716163712580934,,9.794352,92.05,-0.45,9.76,14.45,0.08,3.26
4787q,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787q_ac_0.tif,0.0520267645686057,,6.297936,93.44,-0.64,8.73,20.62,3.94,6.17
4787r,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787r_ai_1.tif,0.0831911827717836,,8.27726,93.28,-0.61,9.11,24.19,0.21,7.32
4787s,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787s_ai_0.tif,0.101435785014441,,5.486094,90.92,0.96,17.02,21.82,0.71,4.7
4787t,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787t_ai_1.tif,0.0307042145932512,,1.912412,92.36,-0.65,10.03,29.57,0.08,4.53
4787u,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787u_ai_2.tif,0.0402735491862835,,13.08798,95.25,-0.69,6.89,17.79,8.76,8.9
4787v,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787v_ap_2.tif,0.0711183953631973,,3.035247,93.86,-1.02,7.34,27.13,-0.0,1.54
4787w,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.1_jd/4787w_as_0.tif,0.049367066912815,,9.6195,88.46,0.2,9.15,20.7,0.55,0.61
4788a,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788a_da_1.tif,0.0275032498516069,,10.09076,90.52,0.26,3.91,43.25,-1.36,-7.69
4788aa,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788aa_dv_1.tif,0.1089068040499787,,11.9015,93.3,-0.52,8.66,30.79,-0.07,4.37
4788b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788b_da_1.tif,0.0186807992385314,,9.018969,89.69,-1.09,8.49,26.35,0.78,-0.7
4788bb,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788bb_dv_0.tif,0.01945189083363,,37.76021,92.36,-1.09,10.0,11.78,0.55,1.37
4788c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788c_da_0.tif,0.0554138608209859,,6.759247,92.05,-0.8,8.3,28.24,0.5,1.57
4788cc,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788cc_dv_1.tif,0.0186233076191121,,8.839422,89.59,-0.65,5.59,19.76,0.43,0.8
4788d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788d_da_0.tif,0.0167554897599109,,4.963305,92.26,-1.15,9.6,29.61,0.35,0.57
4788dd,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788dd_dv_0.tif,0.0341368237481606,,8.887769,92.86,-0.66,11.95,18.06,0.24,1.44
4788e,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788e_da_1.tif,0.0302457427664515,,10.85546,91.84,-0.64,12.2,17.99,0.31,-0.24
4788ee,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788ee_dv_2.tif,0.0806212005066323,,2.503581,92.78,-0.86,11.27,30.69,0.07,1.72
4788f,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788f_da_1.tif,0.0341441781532042,,24.77141,91.48,-0.59,11.45,11.47,0.61,6.48
4788g,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788g_da_2.tif,0.049746069206224,,7.568384,90.55,0.69,17.94,20.24,0.27,3.34
4788h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788h_da_1.tif,0.1052157603720323,,12.08517,89.65,-0.42,10.8,23.05,0.25,6.7
4788i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788i_da_1.tif,0.0131518298278914,,93.31377,89.91,-0.71,6.03,27.11,0.44,1.76
4788j,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788j_da_0.tif,0.009749891486751,,94.74239,88.56,-0.74,5.13,13.73,0.8,4.16
4788k,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788k_dv_2.tif,0.024496725676601,,8.331805,89.64,-0.55,4.38,33.92,-0.37,-2.43
4788l,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788l_dv_1.tif,0.0197948407241419,,7.215583,93.07,-1.18,7.9,23.79,0.09,1.01
4788ll,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788ll_db_1.tif,0.0829990451303725,,4.855624,91.14,-0.88,9.79,31.68,0.55,-0.8
4788m,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788m_dv_0.tif,0.0171761830311551,,30.7136,92.48,-1.22,8.49,24.73,-0.28,5.39
4788mm,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788mm_dc_0.tif,0.2337889423217383,,2.182312,85.26,-1.79,22.37,33.72,0.16,-4.01
4788n,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788n_dv_1.tif,0.0229645424386387,,24.3257,86.51,-0.37,4.11,12.39,0.35,2.33
4788o,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788o_dv_0.tif,0.0538522672192728,,5.847078,91.91,-0.81,9.38,25.76,-0.12,1.68
4788p,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788p_dv_1.tif,0.0176597721274984,,1.759546,91.19,-1.12,7.85,33.37,-0.0,1.31
4788pp,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788pp_dt_1.tif,0.0433483654656223,,6.727928,93.54,-0.89,9.15,25.24,0.27,2.01
4788q,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788q_dv_0.tif,0.0368537338448634,,7.215288,92.15,-0.72,10.62,24.32,0.04,3.19
4788qq,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788qq_dt_1.tif,0.0451088875822057,,6.343889,91.78,-0.75,9.14,27.1,0.03,2.13
4788r,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788r_dv_2.tif,0.0393184091913974,,24.751,91.54,-0.68,11.05,20.53,-0.07,5.26
4788rr,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788rr_dt_2.tif,0.0477089442919629,,6.327488,93.31,-0.83,9.03,23.83,0.11,1.56
4788s,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788s_dv_0.tif,0.0352796767939466,,2.435818,93.82,-0.74,8.64,40.83,0.22,-0.6
4788ss,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788ss_dt_1.tif,0.0347198042979892,,6.788566,92.29,-0.83,9.33,28.44,-0.01,1.82
4788t,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788t_dv_0.tif,0.0224222535998405,,2.836484,89.43,0.24,4.27,34.33,0.08,2.86
4788tt,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788tt_dt_1.tif,0.0484969095008779,,6.586389,93.43,-0.86,9.34,23.77,0.14,1.69
4788u,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788u_dv_2.tif,0.0108009531654518,,93.36861,89.11,-0.42,5.67,17.06,0.11,2.92
4788uu,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788uu_dt_1.tif,0.0504087694472168,,6.119125,93.72,-0.6,8.39,23.93,0.15,1.8
4788v,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788v_dv_0.tif,0.0089319391130576,,96.50304,90.75,-0.32,5.9,12.41,0.61,4.28
4788w,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788w_dv_0.tif,0.0715477126015154,,6.435113,91.57,-1.11,10.94,28.31,0.25,5.75
4788x,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788x_dv_1.tif,0.0710878605897594,,2.552509,93.2,-0.95,7.58,27.73,0.12,0.93
4788y,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788y_dv_0.tif,0.0559126411011313,,6.282989,92.07,0.3,16.12,33.34,-0.03,3.33
4788z,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box3.4_jd/4788z_dv_1.tif,0.0967231410546239,,3.816443,92.02,-0.78,15.06,29.34,0.0,3.15
4789a,,,0.09,2.140301,86.66,-0.57,13.55,,,
4789b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4789b_kv_2.tif,0.0776107775898651,0.05,10.29291,82.85,0.56,18.56,,,
4789c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4789c_kc_2.tif,0.0568240634661396,0.12,2.840562,87.76,-0.88,12.86,,,
4789e,,,0.17,1.238119,82.36,1.07,17.72,30.01,0.46,-0.33
4789f,,,0.15,10.92686,85.57,-0.8,13.76,,,
4789g,,,0.14,5.695959,81.08,-0.23,12.55,24.44,1.0,1.77
4789h,,,0.17,1.878865,82.24,-1.21,9.84,,,
4789i,,,0.06,1.565489,80.64,-0.53,10.93,,,
4789j,,,0.1,87.89386,82.05,-1.44,9.77,19.29,0.66,4.85
4789k,,,0.1,9.574244,83.65,-0.44,17.89,,,
4789m,,,0.16,1.43768,78.43,-0.88,7.65,32.48,0.43,0.37
4789n,,,0.2,1.688012,85.82,-0.61,14.96,,,
4790a,,,0.15,9.741102,87.1,-0.95,13.2,26.86,0.53,2.57
4790b,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4790b_kp_0.tif,0.0449660992989049,0.14,8.13981,85.59,-1.36,15.81,29.96,0.57,0.42
4790c,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4790c_kc_1.tif,0.0611172268033249,0.15,3.495636,88.59,-1.13,13.3,31.2,0.43,1.25
4790d,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4790d_kc_0.tif,0.0524278397166946,0.09,2.819223,88.15,-0.78,10.26,29.26,0.62,-2.64
4790f,,,0.15,1.799542,84.52,0.12,16.43,31.62,0.28,1.13
4790h,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4790h_kc_2.tif,0.0522151328501844,0.12,2.613819,88.25,-1.18,13.47,,,
4790i,/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_box1.1_jd/4790i_kp_0.tif,0.0290967547921837,,2.749547,89.73,-1.88,7.02,34.66,0.55,1.83
4790k,,,0.1,2.97882,87.13,-1.37,10.04,,,
